1	1	-0.073242	-0.024414	-0.029297	0.014648	0.075684	-0.019531	-0.158691	-0.034180	0.021973	-0.061035	-0.141602	0.000000
1	2	-0.048828	0.026855	0.014648	-0.043945	0.063477	0.041504	-0.119629	-0.302734	0.075684	0.080566	0.012207	-0.002441
1	3	-0.053711	0.056152	-0.061035	-0.078125	-0.012207	0.056152	-1.611328	-1.174316	0.085449	0.019531	0.009766	-0.002441
1	4	-0.063477	0.012207	-0.002441	-0.034180	-0.014648	-0.031738	-1.359863	-1.142578	0.024414	-0.073242	0.012207	0.002441
1	5	-0.036621	-0.034180	-0.041504	-0.122070	0.053711	0.036621	-2.133789	-1.989746	-0.029297	-0.007324	0.017090	0.000000
1	6	-0.080566	0.012207	-0.029297	-0.004883	0.073242	0.058594	-2.092285	-2.084961	0.041504	-0.527344	0.031738	-0.002441
1	7	-0.083008	0.041504	0.014648	-0.039063	-0.012207	-0.031738	-2.226563	-1.333008	0.104980	-1.579590	0.014648	-0.002441
1	8	-0.131836	0.031738	-0.056152	-0.012207	-0.009766	0.053711	-2.189941	-0.332031	0.065918	-0.354004	0.046387	-0.002441
1	9	-0.937500	-0.014648	-0.004883	-0.053711	-0.017090	0.007324	-2.106934	-0.263672	0.004883	-0.117188	0.012207	-0.002441
1	10	-1.132813	-0.024414	-0.019531	-0.136719	0.017090	-0.009766	-2.309570	-0.275879	-0.046387	-0.048828	0.014648	-0.002441
1	11	-0.202637	0.036621	-0.058594	-0.002441	0.024414	0.070801	-2.041016	-0.273438	-0.126953	-0.114746	0.017090	-0.002441
1	12	-0.075684	0.034180	0.009766	-0.114746	0.043945	-0.029297	-2.292480	-0.268555	-0.134277	0.036621	0.019531	-0.002441
1	13	-0.109863	-0.014648	-0.039063	0.021973	0.063477	0.073242	-2.026367	-0.251465	-1.306152	-0.124512	0.031738	-0.002441
1	14	-0.073242	-0.021973	-0.056152	-0.039063	0.063477	-0.019531	-2.312012	-0.268555	-1.728516	0.012207	0.017090	-0.002441
1	15	-0.090332	0.024414	-0.004883	-0.004883	0.070801	0.036621	-2.053223	-0.241699	-1.262207	-0.090332	0.009766	-0.002441
1	16	-0.087891	0.041504	-0.029297	-0.034180	0.063477	-0.029297	-2.153320	-0.251465	-0.219727	-0.053711	0.024414	-0.002441
